TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (3/10),,,,,,2023-11-25,,
task,Eng-IV: Understanding the harmony in Nature (2/2),,,,,,2023-11-25,,
task,DSA-IV: Depth-first traversal (1/3),,,,,,2023-11-25,,
task,Math-IV: Normal subgroup and coset (1/3),,,,,,2023-11-25,,
task,DD-III: Design Procedure (3/3),,,,,,2023-11-25,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (3/13)",,,,,,2023-11-25,,
task,OOP-IV: Generic types (1/2),,,,,,2023-11-25,,
task,DD-III: Registers and Counters (1/2),,,,,,2023-11-26,,
task,DSA-IV: Depth-first traversal (2/3),,,,,,2023-11-26,,
task,Eng-IV: Interconnectedness (1/2),,,,,,2023-11-26,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (4/10),,,,,,2023-11-26,,
task,OOP-IV: Generic types (2/2),,,,,,2023-11-26,,
task,DD Lab: 7. Design and implement asynchronous counters. (12/12),,,,,,2023-11-26,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (4/13)",,,,,,2023-11-26,,
task,Math-IV: Normal subgroup and coset (2/3),,,,,,2023-11-26,,
task,DD Lab: 8. Coding combinational circuits using HDL. (1/11),,,,,,2023-11-27,,
task,DSA-IV: Depth-first traversal (3/3),,,,,,2023-11-27,,
task,OOP-IV: Restrictions and limitations (1/2),,,,,,2023-11-27,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (5/13)",,,,,,2023-11-27,,
task,Math-IV: Normal subgroup and coset (3/3),,,,,,2023-11-27,,
task,DD-III: Registers and Counters (2/2),,,,,,2023-11-27,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (5/10),,,,,,2023-11-27,,
task,Eng-IV: Interconnectedness (2/2),,,,,,2023-11-27,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (6/13)",,,,,,2023-11-28,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (6/10),,,,,,2023-11-28,,
task,Eng-IV: self-regulation and mutual fulfilment among the four orders of nature (1/2),,,,,,2023-11-28,,
task,Math-IV: Lagrange’s theorem (1/3),,,,,,2023-11-28,,
task,DSA-IV: Topological sort (1/3),,,,,,2023-11-28,,
task,DD-III: HDL Models of Sequential Circuits.  (1/3),,,,,,2023-11-28,,
task,OOP-IV: Restrictions and limitations (2/2),,,,,,2023-11-28,,
task,DD Lab: 8. Coding combinational circuits using HDL. (2/11),,,,,,2023-11-28,,
task,OOP-IV: Inheritance rules for generic types (1/2),,,,,,2023-11-29,,
task,Eng-IV: self-regulation and mutual fulfilment among the four orders of nature (2/2),,,,,,2023-11-29,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (7/10),,,,,,2023-11-29,,
task,Math-IV: Lagrange’s theorem (2/3),,,,,,2023-11-29,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (7/13)",,,,,,2023-11-29,,
task,DSA-IV: Topological sort (2/3),,,,,,2023-11-29,,
task,DD-III: HDL Models of Sequential Circuits.  (2/3),,,,,,2023-11-29,,
task,DD Lab: 8. Coding combinational circuits using HDL. (3/11),,,,,,2023-11-29,,
task,DD-III: HDL Models of Sequential Circuits.  (3/3),,,,,,2023-11-30,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (8/10),,,,,,2023-11-30,,
task,OOP-IV: Inheritance rules for generic types (2/2),,,,,,2023-11-30,,
task,DD Lab: 8. Coding combinational circuits using HDL. (4/11),,,,,,2023-11-30,,
task,Math-IV: Lagrange’s theorem (3/3),,,,,,2023-11-30,,
task,Eng-IV: recyclability (1/2),,,,,,2023-11-30,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (8/13)",,,,,,2023-11-30,,
task,DSA-IV: Topological sort (3/3),,,,,,2023-11-30,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (9/10),,,,,,2023-12-01,,
task,OOP-IV: Reflections (1/3),,,,,,2023-12-01,,
task,Eng-IV: recyclability (2/2),,,,,,2023-12-01,,
task,DD Lab: 8. Coding combinational circuits using HDL. (5/11),,,,,,2023-12-01,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (9/13)",,,,,,2023-12-01,,
task,DSA-IV: Shortest-Path Algorithms: Dijkstra’s algorithm (1/3),,,,,,2023-12-01,,
task,Math-IV: Definitions and examples of Rings and Fields.  (1/3),,,,,,2023-12-01,,
task,DD-IV: Analysis and Design of Asynchronous Sequential Circuits (1/3),,,,,,2023-12-01,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (10/10),,,,,,2023-12-02,,
task,Eng-IV: Understanding Existence as Coexistence of mutually interacting units in all-pervasive space (1/1),,,,,,2023-12-02,,
task,DSA-IV: Shortest-Path Algorithms: Dijkstra’s algorithm (2/3),,,,,,2023-12-02,,
task,OOP-IV: Reflections (2/3),,,,,,2023-12-02,,
task,DD-IV: Analysis and Design of Asynchronous Sequential Circuits (2/3),,,,,,2023-12-02,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (10/13)",,,,,,2023-12-02,,
task,DD Lab: 8. Coding combinational circuits using HDL. (6/11),,,,,,2023-12-02,,
task,Math-IV: Definitions and examples of Rings and Fields.  (2/3),,,,,,2023-12-02,,
task,DSA Lab: 10. Implement any two sorting algorithms (1/9),,,,,,2023-12-03,,
task,DSA-IV: Shortest-Path Algorithms: Dijkstra’s algorithm (3/3),,,,,,2023-12-03,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (11/13)",,,,,,2023-12-03,,
task,OOP-IV: Reflections (3/3),,,,,,2023-12-03,,
task,DD Lab: 8. Coding combinational circuits using HDL. (7/11),,,,,,2023-12-03,,
task,DD-IV: Analysis and Design of Asynchronous Sequential Circuits (3/3),,,,,,2023-12-03,,
task,Eng-IV: Holistic perception of harmony at all levels of existence.  (1/2),,,,,,2023-12-03,,
task,Math-IV: Definitions and examples of Rings and Fields.  (3/3),,,,,,2023-12-03,,
task,OOP-IV: Examples in Java.  (1/2),,,,,,2023-12-04,,
task,DSA Lab: 10. Implement any two sorting algorithms (2/9),,,,,,2023-12-04,,
task,Eng-IV: Holistic perception of harmony at all levels of existence.  (2/2),,,,,,2023-12-04,,
task,DD Lab: 8. Coding combinational circuits using HDL. (8/11),,,,,,2023-12-04,,
task,Math-V: Partial ordering (1/3),,,,,,2023-12-04,,
task,DSA-IV: All-pairs shortest path.  (1/3),,,,,,2023-12-04,,
task,DD-IV: Reduction of State and Flow Tables (1/3),,,,,,2023-12-04,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (12/13)",,,,,,2023-12-04,,
task,OOP-IV: Examples in Java.  (2/2),,,,,,2023-12-05,,
task,DSA-IV: All-pairs shortest path.  (2/3),,,,,,2023-12-05,,
task,DD-IV: Reduction of State and Flow Tables (2/3),,,,,,2023-12-05,,
task,Math-V: Partial ordering (2/3),,,,,,2023-12-05,,
task,DSA Lab: 10. Implement any two sorting algorithms (3/9),,,,,,2023-12-05,,
task,DD Lab: 8. Coding combinational circuits using HDL. (9/11),,,,,,2023-12-05,,
task,Eng-V: Natural acceptance of human values (1/2),,,,,,2023-12-05,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (13/13)",,,,,,2023-12-05,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (1/13)",,,,,,2023-12-06,,
task,Eng-V: Natural acceptance of human values (2/2),,,,,,2023-12-06,,
task,DSA Lab: 10. Implement any two sorting algorithms (4/9),,,,,,2023-12-06,,
task,Math-V: Partial ordering (3/3),,,,,,2023-12-06,,
task,OOP-V: ALGORITHMS 9 Introduction to collections (1/2),,,,,,2023-12-06,,
task,DD Lab: 8. Coding combinational circuits using HDL. (10/11),,,,,,2023-12-06,,
task,DD-IV: Reduction of State and Flow Tables (3/3),,,,,,2023-12-06,,
task,DSA-IV: All-pairs shortest path.  (3/3),,,,,,2023-12-06,,
task,DD-IV: Race-free State Assignment (1/2),,,,,,2023-12-07,,
task,DSA-V: Sorting: Insertion sort (1/3),,,,,,2023-12-07,,
task,OOP-V: ALGORITHMS 9 Introduction to collections (2/2),,,,,,2023-12-07,,
task,Eng-V: Definitiveness of Ethical Human Conduct (1/2),,,,,,2023-12-07,,
task,DSA Lab: 10. Implement any two sorting algorithms (5/9),,,,,,2023-12-07,,
task,DD Lab: 8. Coding combinational circuits using HDL. (11/11),,,,,,2023-12-07,,
task,Math-V: Posets (1/3),,,,,,2023-12-07,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (2/13)",,,,,,2023-12-07,,
task,DSA Lab: 10. Implement any two sorting algorithms (6/9),,,,,,2023-12-08,,
task,Math-V: Posets (2/3),,,,,,2023-12-08,,
task,OOP-V: Collection Classes and Interfaces: Array list (1/2),,,,,,2023-12-08,,
task,DD Lab: 9. Coding sequential circuits using HDL. (1/12),,,,,,2023-12-08,,
task,DSA-V: Sorting: Insertion sort (2/3),,,,,,2023-12-08,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (3/13)",,,,,,2023-12-08,,
task,DD-IV: Race-free State Assignment (2/2),,,,,,2023-12-08,,
task,Eng-V: Definitiveness of Ethical Human Conduct (2/2),,,,,,2023-12-08,,
task,DD Lab: 9. Coding sequential circuits using HDL. (2/12),,,,,,2023-12-09,,
task,OOP-V: Collection Classes and Interfaces: Array list (2/2),,,,,,2023-12-09,,
task,Math-V: Posets (3/3),,,,,,2023-12-09,,
task,Eng-V: Basis for Humanistic Education (1/2),,,,,,2023-12-09,,
task,DSA-V: Sorting: Insertion sort (3/3),,,,,,2023-12-09,,
task,DSA Lab: 10. Implement any two sorting algorithms (7/9),,,,,,2023-12-09,,
task,DD-IV: Hazards.  (1/3),,,,,,2023-12-09,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (4/13)",,,,,,2023-12-09,,
task,DD-IV: Hazards.  (2/3),,,,,,2023-12-10,,
task,Math-V: Lattices as Posets (1/3),,,,,,2023-12-10,,
task,DD Lab: 9. Coding sequential circuits using HDL. (3/12),,,,,,2023-12-10,,
task,OOP-V: Linked list (1/2),,,,,,2023-12-10,,
task,Eng-V: Basis for Humanistic Education (2/2),,,,,,2023-12-10,,
task,DSA-V: Shell sort (1/3),,,,,,2023-12-10,,
task,DSA Lab: 10. Implement any two sorting algorithms (8/9),,,,,,2023-12-10,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (5/13)",,,,,,2023-12-10,,
task,DD-IV: Hazards.  (3/3),,,,,,2023-12-11,,
task,DSA Lab: 10. Implement any two sorting algorithms (9/9),,,,,,2023-12-11,,
task,DSA-V: Shell sort (2/3),,,,,,2023-12-11,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (6/13)",,,,,,2023-12-11,,
task,OOP-V: Linked list (2/2),,,,,,2023-12-11,,
task,Eng-V: Humanistic Constitution and Humanistic Universal Order (1/2),,,,,,2023-12-11,,
task,Math-V: Lattices as Posets (2/3),,,,,,2023-12-11,,
task,DD Lab: 9. Coding sequential circuits using HDL. (4/12),,,,,,2023-12-11,,
task,DD Lab: 9. Coding sequential circuits using HDL. (5/12),,,,,,2023-12-12,,
task,Eng-V: Humanistic Constitution and Humanistic Universal Order (2/2),,,,,,2023-12-12,,
task,OOP-V: Queue (1/2),,,,,,2023-12-12,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (1/10),,,,,,2023-12-12,,
task,DSA-V: Shell sort (3/3),,,,,,2023-12-12,,
task,Math-V: Lattices as Posets (3/3),,,,,,2023-12-12,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (7/13)",,,,,,2023-12-12,,
task,DD-V: RAM (1/3),,,,,,2023-12-12,,
task,DD Lab: 9. Coding sequential circuits using HDL. (6/12),,,,,,2023-12-13,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (2/10),,,,,,2023-12-13,,
task,DD-V: RAM (2/3),,,,,,2023-12-13,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (8/13)",,,,,,2023-12-13,,
task,Eng-V: Competence in Professional Ethics (1/2),,,,,,2023-12-13,,
task,Math-V: Properties of lattices (1/3),,,,,,2023-12-13,,
task,DSA-V: Radix Exchange sort (1/3),,,,,,2023-12-13,,
task,OOP-V: Queue (2/2),,,,,,2023-12-13,,
task,DD-V: RAM (3/3),,,,,,2023-12-14,,
task,OOP-V: Set (1/2),,,,,,2023-12-14,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (3/10),,,,,,2023-12-14,,
task,DD Lab: 9. Coding sequential circuits using HDL. (7/12),,,,,,2023-12-14,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (9/13)",,,,,,2023-12-14,,
task,Math-V: Properties of lattices (2/3),,,,,,2023-12-14,,
task,DSA-V: Radix Exchange sort (2/3),,,,,,2023-12-14,,
task,Eng-V: Competence in Professional Ethics (2/2),,,,,,2023-12-14,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (10/13)",,,,,,2023-12-15,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (4/10),,,,,,2023-12-15,,
task,DD Lab: 9. Coding sequential circuits using HDL. (8/12),,,,,,2023-12-15,,
task,OOP-V: Set (2/2),,,,,,2023-12-15,,
task,Eng-V: augmenting universal human order (1/2),,,,,,2023-12-15,,
task,DSA-V: Radix Exchange sort (3/3),,,,,,2023-12-15,,
task,Math-V: Properties of lattices (3/3),,,,,,2023-12-15,,
task,DD-V: Memory Decoding (1/3),,,,,,2023-12-15,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (5/10),,,,,,2023-12-16,,
task,DSA-V: Hashing: Hash function (1/3),,,,,,2023-12-16,,
task,Eng-V: augmenting universal human order (2/2),,,,,,2023-12-16,,
task,Math-V: Lattices as algebraic systems (1/3),,,,,,2023-12-16,,
task,DD-V: Memory Decoding (2/3),,,,,,2023-12-16,,
task,DD Lab: 9. Coding sequential circuits using HDL. (9/12),,,,,,2023-12-16,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (11/13)",,,,,,2023-12-16,,
task,OOP-V: Trees (1/3),,,,,,2023-12-16,,
task,DSA-V: Hashing: Hash function (2/3),,,,,,2023-12-17,,
task,DD-V: Memory Decoding (3/3),,,,,,2023-12-17,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (12/13)",,,,,,2023-12-17,,
task,DD Lab: 9. Coding sequential circuits using HDL. (10/12),,,,,,2023-12-17,,
task,Math-V: Lattices as algebraic systems (2/3),,,,,,2023-12-17,,
task,Eng-V: the scope and characteristics of people-friendly and eco-friendly (1/1),,,,,,2023-12-17,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (6/10),,,,,,2023-12-17,,
task,OOP-V: Trees (2/3),,,,,,2023-12-17,,
task,DD Lab: 9. Coding sequential circuits using HDL. (11/12),,,,,,2023-12-18,,
task,DD-V: Error Detection and Correction (1/2),,,,,,2023-12-18,,
task,OOP-V: Trees (3/3),,,,,,2023-12-18,,
task,DSA-V: Hashing: Hash function (3/3),,,,,,2023-12-18,,
task,"OOP Lab: 8. Program to perform operations using Collection classes (Eg: ArrayList, LinkedList) (13/13)",,,,,,2023-12-18,,
task,Eng-V: Holistic Technologies (1/2),,,,,,2023-12-18,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (7/10),,,,,,2023-12-18,,
task,Math-V: Lattices as algebraic systems (3/3),,,,,,2023-12-18,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (1/13),,,,,,2023-12-19,,
task,DD Lab: 9. Coding sequential circuits using HDL. (12/12),,,,,,2023-12-19,,
task,DD-V: Error Detection and Correction (2/2),,,,,,2023-12-19,,
task,Math-V: Sublattices (1/3),,,,,,2023-12-19,,
task,Eng-V: Holistic Technologies (2/2),,,,,,2023-12-19,,
task,DSA-V: Separate chaining (1/3),,,,,,2023-12-19,,
task,OOP-V: Iterators for collections (1/2),,,,,,2023-12-19,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (8/10),,,,,,2023-12-19,,
task,DSA-V: Separate chaining (2/3),,,,,,2023-12-20,,
task,DD-V: ROM (1/3),,,,,,2023-12-20,,
task,Math-V: Sublattices (2/3),,,,,,2023-12-20,,
task,Eng-V: production systems and management models (1/2),,,,,,2023-12-20,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (9/10),,,,,,2023-12-20,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (1/12),,,,,,2023-12-20,,
task,OOP-V: Iterators for collections (2/2),,,,,,2023-12-20,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (2/13),,,,,,2023-12-20,,
task,DSA-V: Separate chaining (3/3),,,,,,2023-12-21,,
task,OOP-V: Map class (1/2),,,,,,2023-12-21,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (3/13),,,,,,2023-12-21,,
task,DD-V: ROM (2/3),,,,,,2023-12-21,,
task,Eng-V: production systems and management models (2/2),,,,,,2023-12-21,,
task,DSA Lab: 11. Implement hashing using separate chaining technique (10/10),,,,,,2023-12-21,,
task,Math-V: Sublattices (3/3),,,,,,2023-12-21,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (2/12),,,,,,2023-12-21,,
task,Eng-V: Case studies (1/2),,,,,,2023-12-22,,
task,DD-V: ROM (3/3),,,,,,2023-12-22,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (3/12),,,,,,2023-12-22,,
task,OOP-V: Map class (2/2),,,,,,2023-12-22,,
task,Math-V: Direct product and Homomorphism (1/3),,,,,,2023-12-22,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (4/13),,,,,,2023-12-22,,
task,DSA-V: Open addressing (1/3),,,,,,2023-12-22,,
task,DSA Lab: 12. Mini Project (1/10),,,,,,2023-12-22,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (5/13),,,,,,2023-12-23,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (4/12),,,,,,2023-12-23,,
task,OOP-V: Collection algorithms: Sorting (1/2),,,,,,2023-12-23,,
task,DD-V: Programmable Logic Array (1/3),,,,,,2023-12-23,,
task,Math-V: Direct product and Homomorphism (2/3),,,,,,2023-12-23,,
task,DSA Lab: 12. Mini Project (2/10),,,,,,2023-12-23,,
task,DSA-V: Open addressing (2/3),,,,,,2023-12-23,,
task,Eng-V: Case studies (2/2),,,,,,2023-12-23,,
task,DSA Lab: 12. Mini Project (3/10),,,,,,2023-12-24,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (6/13),,,,,,2023-12-24,,
task,DD-V: Programmable Logic Array (2/3),,,,,,2023-12-24,,
task,OOP-V: Collection algorithms: Sorting (2/2),,,,,,2023-12-24,,
task,Math-V: Direct product and Homomorphism (3/3),,,,,,2023-12-24,,
task,Eng-V: Strategy for the transition from the present state to Universal Human Order (1/2),,,,,,2023-12-24,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (5/12),,,,,,2023-12-24,,
task,DSA-V: Open addressing (3/3),,,,,,2023-12-24,,
task,DD-V: Programmable Logic Array (3/3),,,,,,2023-12-25,,
task,OOP-V: Searching (1/2),,,,,,2023-12-25,,
task,DSA Lab: 12. Mini Project (4/10),,,,,,2023-12-25,,
task,DSA-V: Rehashing (1/3),,,,,,2023-12-25,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (6/12),,,,,,2023-12-25,,
task,Eng-V: Strategy for the transition from the present state to Universal Human Order (2/2),,,,,,2023-12-25,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (7/13),,,,,,2023-12-25,,
task,Math-V: Boolean algebra (1/3),,,,,,2023-12-25,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (8/13),,,,,,2023-12-26,,
task,OOP-V: Searching (2/2),,,,,,2023-12-26,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (7/12),,,,,,2023-12-26,,
task,Eng-V: At the level of individual: as socially and ecologically responsible engineers (1/2),,,,,,2023-12-26,,
task,DD-V: Programmable Array Logic (1/3),,,,,,2023-12-26,,
task,DSA-V: Rehashing (2/3),,,,,,2023-12-26,,
task,DSA Lab: 12. Mini Project (5/10),,,,,,2023-12-26,,
task,Math-V: Boolean algebra (2/3),,,,,,2023-12-26,,
task,Math-V: Boolean algebra (3/3),,,,,,2023-12-27,,
task,Eng-V: At the level of individual: as socially and ecologically responsible engineers (2/2),,,,,,2023-12-27,,
task,DD-V: Programmable Array Logic (2/3),,,,,,2023-12-27,,
task,DSA-V: Rehashing (3/3),,,,,,2023-12-27,,
task,OOP-V: User-defined algorithms (1/2),,,,,,2023-12-27,,
task,DSA Lab: 12. Mini Project (6/10),,,,,,2023-12-27,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (8/12),,,,,,2023-12-27,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (9/13),,,,,,2023-12-27,,
task,Eng-V: technologists and managers (1/2),,,,,,2023-12-28,,
task,DD-V: Programmable Array Logic (3/3),,,,,,2023-12-28,,
task,DSA-V: Extendible hashing.  (1/4),,,,,,2023-12-28,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (9/12),,,,,,2023-12-28,,
task,DSA Lab: 12. Mini Project (7/10),,,,,,2023-12-28,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (10/13),,,,,,2023-12-28,,
task,Math-V: Stone’s representation Theorem.  (1/4),,,,,,2023-12-28,,
task,OOP-V: User-defined algorithms (2/2),,,,,,2023-12-28,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (10/12),,,,,,2023-12-29,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (11/13),,,,,,2023-12-29,,
task,OOP-V: Examples in Java.  (1/3),,,,,,2023-12-29,,
task,Eng-V: technologists and managers (2/2),,,,,,2023-12-29,,
task,DSA Lab: 12. Mini Project (8/10),,,,,,2023-12-29,,
task,DSA-V: Extendible hashing.  (2/4),,,,,,2023-12-29,,
task,DD-V: Sequential Programmable Devices.  (1/3),,,,,,2023-12-29,,
task,Math-V: Stone’s representation Theorem.  (2/4),,,,,,2023-12-29,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (11/12),,,,,,2023-12-30,,
task,DD-V: Sequential Programmable Devices.  (2/3),,,,,,2023-12-30,,
task,OOP-V: Examples in Java.  (2/3),,,,,,2023-12-30,,
task,Math-V: Stone’s representation Theorem.  (3/4),,,,,,2023-12-30,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (12/13),,,,,,2023-12-30,,
task,DSA-V: Extendible hashing.  (3/4),,,,,,2023-12-30,,
task,Eng-V: At the level of society: as mutually enriching institutions and organizations.  (1/2),,,,,,2023-12-30,,
task,DSA Lab: 12. Mini Project (9/10),,,,,,2023-12-30,,
task,DSA-V: Extendible hashing.  (4/4),,,,,,2023-12-31,,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project). (12/12),,,,,,2023-12-31,,
task,OOP-V: Examples in Java.  (3/3),,,,,,2023-12-31,,
task,DD-V: Sequential Programmable Devices.  (3/3),,,,,,2023-12-31,,
task,Math-V: Stone’s representation Theorem.  (4/4),,,,,,2023-12-31,,
task,Eng-V: At the level of society: as mutually enriching institutions and organizations.  (2/2),,,,,,2023-12-31,,
task,DSA Lab: 12. Mini Project (10/10),,,,,,2023-12-31,,
task,OOP Lab: 9. Develop a mini project for any application using the constructs of Java. (13/13),,,,,,2023-12-31,,
